adults,children,stays_in_weekend_nights,stays_in_week_nights,meal,required_car_parking_spaces,reserved_room_type,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,market_segment,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,adr,total_of_special_requests,reservation_status,faixa_preco
2,0.0,1,1,BB,0,A,48,2016,August,20,Online TA,0,0,0,206.0,1,Check-Out,Luxo
2,0.0,1,4,BB,0,F,65,2016,August,17,Online TA,0,0,0,171.17,1,Check-Out,Luxo
2,0.0,3,6,BB,0,A,221,2016,August,13,Offline TA/TO,0,0,0,95.2,0,Check-Out,Padrão
2,0.0,1,3,HB,0,D,167,2016,August,18,Online TA,0,0,0,157.2,0,Check-Out,Luxo
2,0.0,1,4,HB,0,E,200,2017,August,14,Online TA,1,0,0,184.64,0,Check-Out,Luxo
2,0.0,1,2,BB,0,A,49,2016,August,19,Online TA,0,0,0,195.67,1,Check-Out,Luxo
2,0.0,1,3,BB,0,A,13,2016,August,22,Direct,0,0,0,188.0,2,Check-Out,Luxo
2,0.0,1,4,BB,0,D,80,2016,August,17,Online TA,0,0,0,199.0,2,Check-Out,Luxo
2,0.0,2,1,BB,0,E,75,2016,August,20,Direct,0,0,0,203.0,1,Check-Out,Luxo
2,0.0,2,1,BB,0,E,75,2016,August,20,Direct,0,0,0,191.0,1,Check-Out,Luxo
2,0.0,2,5,BB,1,D,133,2016,August,16,Direct,0,0,0,211.0,2,Check-Out,Luxo
2,0.0,1,0,BB,0,A,0,2016,August,22,Direct,0,0,0,179.0,1,Check-Out,Luxo
2,0.0,2,5,HB,0,A,53,2016,August,16,Offline TA/TO,0,0,0,141.0,0,Check-Out,Luxo
2,0.0,2,1,BB,1,F,4,2016,August,20,Direct,0,0,0,224.1,0,Check-Out,Luxo
2,0.0,3,5,BB,0,D,78,2016,August,15,Online TA,0,0,0,200.88,1,Check-Out,Luxo
2,0.0,2,1,BB,0,D,10,2016,August,20,Online TA,0,0,0,169.91,1,Check-Out,Luxo
2,1.0,4,6,BB,0,D,208,2016,August,13,Online TA,0,0,0,118.24,2,Check-Out,Premium
3,0.0,2,5,HB,0,D,129,2016,August,16,Offline TA/TO,0,0,0,211.2,0,Check-Out,Luxo
2,0.0,4,5,HB,0,A,148,2016,August,14,Online TA,0,0,0,209.0,1,Check-Out,Luxo
2,0.0,3,5,BB,0,E,125,2016,August,15,Online TA,0,0,0,214.0,1,Check-Out,Luxo
3,0.0,2,3,BB,0,A,112,2016,August,18,Online TA,0,0,0,171.2,1,Check-Out,Luxo
2,0.0,2,3,BB,0,E,101,2016,August,18,Online TA,0,0,0,171.2,0,Check-Out,Luxo
2,2.0,2,5,BB,0,C,76,2016,August,16,Direct,0,0,0,216.43,0,Check-Out,Luxo
2,0.0,2,5,BB,0,D,52,2016,August,17,Online TA,0,0,0,213.86,1,Check-Out,Luxo
1,0.0,0,1,BB,1,A,4,2016,August,23,Corporate,0,0,0,138.0,0,Check-Out,Luxo
2,1.0,2,4,BB,0,E,14,2016,August,18,Online TA,0,0,0,193.87,0,Check-Out,Luxo
1,3.0,2,5,BB,0,C,67,2016,August,17,Direct,0,0,0,202.7,0,Check-Out,Luxo
2,0.0,0,1,BB,0,A,0,2016,August,23,Online TA,0,0,0,167.09,0,Check-Out,Luxo
2,0.0,2,4,BB,0,A,188,2016,August,18,Offline TA/TO,0,0,0,100.8,1,Check-Out,Premium
2,0.0,1,1,BB,0,A,1,2016,August,22,Direct,0,0,0,201.0,0,Check-Out,Luxo
2,0.0,2,5,BB,0,D,63,2016,August,17,Online TA,0,0,0,209.29,2,Check-Out,Luxo
2,0.0,0,1,BB,0,A,2,2016,August,23,Online TA,0,0,0,199.0,1,Check-Out,Luxo
2,0.0,2,4,BB,0,A,6,2016,August,25,Online TA,0,0,0,181.0,2,Check-Out,Luxo
2,0.0,2,5,HB,1,A,169,2016,August,18,Offline TA/TO,0,0,0,135.63,1,Check-Out,Luxo
2,0.0,0,1,BB,0,E,0,2016,August,24,Direct,0,0,0,197.1,0,Check-Out,Luxo
2,0.0,0,2,BB,0,F,66,2016,August,23,Online TA,0,0,0,176.33,2,Check-Out,Luxo
2,0.0,0,2,BB,0,E,67,2016,August,23,Online TA,0,0,0,168.63,1,Check-Out,Luxo
2,1.0,0,2,BB,0,E,67,2016,August,23,Online TA,0,0,0,179.53,2,Check-Out,Luxo
2,0.0,0,1,BB,0,C,0,2016,August,24,Direct,0,0,0,202.5,0,Check-Out,Luxo
2,2.0,1,2,BB,1,C,217,2016,August,22,Online TA,0,0,0,174.0,1,Check-Out,Luxo
2,0.0,1,2,BB,1,A,0,2016,August,22,Direct,0,0,0,183.0,0,Check-Out,Luxo
2,0.0,0,2,BB,0,A,17,2016,August,23,Online TA,0,0,0,209.0,0,Check-Out,Luxo
2,0.0,2,5,BB,0,A,237,2016,August,19,Online TA,0,0,0,127.71,1,Check-Out,Premium
3,0.0,1,3,BB,0,D,88,2016,August,22,Online TA,0,0,0,199.2,0,Check-Out,Luxo
1,0.0,1,3,BB,0,A,9,2016,August,22,Direct,0,0,0,178.0,0,Check-Out,Luxo
2,0.0,1,3,BB,0,E,14,2016,August,22,Direct,0,0,0,198.0,0,Check-Out,Luxo
2,0.0,2,6,Undefined,1,A,99,2016,August,18,Online TA,0,0,0,205.2,0,Check-Out,Luxo
2,1.0,2,6,BB,0,D,116,2016,August,18,Online TA,0,0,0,164.13,1,Check-Out,Luxo
2,0.0,0,3,BB,1,A,195,2016,August,23,Direct,0,0,0,151.5,1,Check-Out,Luxo
3,0.0,0,3,BB,0,A,195,2016,August,23,Direct,0,0,0,169.5,2,Check-Out,Luxo
2,0.0,2,3,Undefined,0,A,208,2016,August,21,Offline TA/TO,0,0,0,150.8,2,Check-Out,Luxo
2,0.0,1,3,BB,0,D,47,2016,August,22,Online TA,0,0,0,169.08,1,Check-Out,Luxo
2,0.0,1,3,BB,0,A,92,2016,August,22,Online TA,0,0,0,181.0,3,Check-Out,Luxo
2,0.0,2,3,Undefined,1,A,208,2016,August,21,Offline TA/TO,0,0,0,164.8,2,Check-Out,Luxo
2,0.0,2,4,BB,0,D,148,2016,August,20,Direct,0,0,0,160.6,0,Check-Out,Luxo
2,0.0,2,5,BB,0,A,183,2016,August,19,Offline TA/TO,0,0,0,92.1,1,Check-Out,Padrão
2,0.0,2,3,BB,0,A,87,2016,August,21,Online TA,0,0,0,191.0,1,Check-Out,Luxo
2,0.0,1,3,BB,0,E,79,2016,August,22,Online TA,0,0,0,209.0,2,Check-Out,Luxo
2,0.0,0,1,BB,1,D,0,2016,August,25,Direct,0,0,0,194.0,0,Check-Out,Luxo
2,0.0,1,3,BB,0,E,79,2016,August,22,Online TA,0,0,0,209.0,2,Check-Out,Luxo
2,0.0,0,2,BB,0,A,69,2016,August,25,Online TA,0,0,0,145.53,1,Check-Out,Luxo
2,1.0,1,4,HB,1,A,175,2016,August,22,Direct,0,0,0,204.0,1,Check-Out,Luxo
2,0.0,2,4,BB,0,E,76,2016,August,21,Online TA,0,0,0,209.83,2,Check-Out,Luxo
3,0.0,0,1,BB,0,A,4,2016,August,26,Online TA,0,0,0,219.0,0,Check-Out,Luxo
2,0.0,2,5,BB,0,A,206,2016,August,20,Offline TA/TO,0,0,0,102.8,2,Check-Out,Premium
2,0.0,0,1,BB,0,A,20,2016,August,26,Online TA,0,0,0,151.2,0,Check-Out,Luxo
2,1.0,2,4,BB,1,D,87,2016,August,21,Direct,0,0,0,206.1,1,Check-Out,Luxo
2,0.0,0,1,BB,0,G,0,2016,August,26,Direct,0,0,0,221.0,0,Check-Out,Luxo
2,0.0,2,5,HB,0,D,87,2016,August,20,Offline TA/TO,0,0,0,154.0,0,Check-Out,Luxo
2,0.0,2,5,HB,0,D,85,2016,August,20,Online TA,0,0,0,193.77,0,Check-Out,Luxo
3,0.0,2,5,HB,0,A,136,2016,August,20,Offline TA/TO,0,0,0,222.38,0,Check-Out,Luxo
2,1.0,0,1,BB,1,A,5,2016,August,26,Direct,0,0,0,216.0,2,Check-Out,Luxo
2,0.0,0,1,BB,0,E,0,2016,August,26,Direct,0,0,0,169.0,0,Check-Out,Luxo
2,0.0,0,4,BB,0,A,3,2016,August,23,Online TA,0,0,0,199.0,2,Check-Out,Luxo
2,1.0,2,5,BB,0,D,111,2016,August,20,Online TA,0,0,0,200.96,2,Check-Out,Luxo
2,0.0,2,5,BB,0,A,198,2016,August,20,Offline TA/TO,0,0,0,102.8,0,Check-Out,Premium
2,0.0,0,3,BB,0,A,54,2016,August,24,Online TA,0,0,0,189.0,0,Check-Out,Luxo
2,0.0,0,1,BB,0,D,0,2016,August,26,Online TA,0,0,0,194.0,0,Check-Out,Luxo
3,0.0,2,5,HB,0,A,193,2016,August,20,Offline TA/TO,0,0,0,157.0,1,Check-Out,Luxo
2,0.0,2,5,HB,0,A,193,2016,August,20,Offline TA/TO,0,0,0,153.29,0,Check-Out,Luxo
2,0.0,2,5,HB,0,A,238,2016,August,20,Offline TA/TO,0,0,0,121.4,0,Check-Out,Premium
2,1.0,2,5,HB,0,A,187,2016,August,20,Offline TA/TO,0,0,0,160.7,1,Check-Out,Luxo
2,0.0,2,5,HB,0,A,238,2016,August,20,Offline TA/TO,0,0,0,124.2,1,Check-Out,Premium
2,0.0,2,4,HB,1,D,98,2016,August,21,Online TA,0,0,0,197.2,0,Check-Out,Luxo
2,0.0,2,5,BB,0,D,171,2016,August,21,Offline TA/TO,0,0,0,104.55,0,Check-Out,Premium
2,0.0,0,5,HB,0,D,42,2016,August,23,Offline TA/TO,0,0,0,151.0,0,Check-Out,Luxo
2,0.0,0,4,BB,0,A,212,2016,August,24,Direct,0,0,0,119.0,2,Check-Out,Premium
2,1.0,2,6,HB,0,A,219,2016,August,20,Offline TA/TO,0,0,0,135.0,1,Check-Out,Luxo
3,0.0,1,5,FB,0,A,184,2017,August,21,Offline TA/TO,1,0,1,157.28,0,Check-Out,Luxo
3,0.0,1,5,BB,0,C,53,2016,August,22,Online TA,0,0,0,192.0,1,Check-Out,Luxo
2,0.0,2,5,HB,0,A,195,2016,August,21,Offline TA/TO,0,0,0,132.8,0,Check-Out,Premium
3,0.0,2,5,HB,0,A,173,2016,August,21,Direct,0,0,0,214.5,1,Check-Out,Luxo
2,0.0,2,5,FB,0,A,213,2016,August,21,Offline TA/TO,0,0,0,146.8,2,Check-Out,Luxo
2,0.0,0,3,BB,0,A,57,2016,August,25,Online TA,0,0,0,201.0,0,Check-Out,Luxo
2,0.0,1,5,BB,0,A,155,2016,August,22,Online TA,0,0,0,170.0,2,Check-Out,Luxo
2,0.0,0,1,BB,0,D,2,2016,August,27,Direct,0,0,0,204.0,1,Check-Out,Luxo
2,0.0,2,5,HB,0,A,185,2016,August,21,Offline TA/TO,0,0,0,116.1,0,Check-Out,Premium
2,1.0,2,5,FB,1,A,213,2016,August,21,Offline TA/TO,0,0,0,202.83,2,Check-Out,Luxo
3,0.0,2,5,HB,1,A,205,2016,August,21,Offline TA/TO,0,0,0,162.14,1,Check-Out,Luxo
3,0.0,0,4,BB,0,A,188,2016,August,24,Offline TA/TO,0,0,0,155.52,0,Check-Out,Luxo
2,0.0,2,5,FB,0,A,192,2016,August,21,Offline TA/TO,0,0,0,142.2,1,Check-Out,Luxo
2,0.0,0,2,BB,0,A,14,2016,August,26,Online TA,0,0,0,201.0,1,Check-Out,Luxo
2,0.0,0,2,BB,0,A,14,2016,August,26,Online TA,0,0,0,199.0,1,Check-Out,Luxo
3,0.0,1,5,HB,0,D,31,2016,August,22,Online TA,0,0,0,224.07,1,Check-Out,Luxo
2,0.0,0,3,BB,0,A,6,2016,August,25,Direct,0,0,0,200.1,1,Check-Out,Luxo
2,0.0,1,5,BB,1,A,240,2016,August,22,Online TA,0,0,0,138.0,1,Check-Out,Luxo
3,0.0,1,5,BB,1,A,127,2016,August,22,Online TA,0,0,0,183.2,0,Check-Out,Luxo
2,0.0,0,2,BB,1,A,4,2016,August,26,Online TA,0,0,0,216.0,1,Check-Out,Luxo
2,0.0,0,5,BB,1,A,104,2016,August,23,Online TA,0,0,0,146.75,1,Check-Out,Luxo
2,0.0,0,2,BB,1,D,18,2016,August,26,Online TA,0,0,0,153.37,1,Check-Out,Luxo
2,0.0,0,2,BB,1,A,7,2016,August,26,Online TA,0,0,0,223.0,1,Check-Out,Luxo
2,0.0,0,2,BB,0,A,7,2016,August,26,Online TA,0,0,0,199.0,1,Check-Out,Luxo
2,2.0,1,3,BB,0,C,14,2016,August,25,Online TA,0,0,0,190.23,1,Check-Out,Luxo
2,0.0,1,3,BB,0,C,14,2016,August,25,Online TA,0,0,0,170.43,1,Check-Out,Luxo
2,0.0,2,5,BB,0,A,82,2016,August,22,Online TA,0,0,0,190.43,0,Check-Out,Luxo
2,0.0,2,5,BB,0,A,82,2016,August,22,Online TA,0,0,0,179.0,0,Check-Out,Luxo
1,0.0,1,2,BB,0,E,29,2016,August,26,Online TA,0,0,0,221.0,0,Check-Out,Luxo
2,0.0,1,0,BB,0,A,6,2016,August,28,Online TA,0,0,0,159.0,2,Check-Out,Luxo
1,0.0,1,0,BB,0,A,6,2016,August,28,Online TA,0,0,0,171.0,2,Check-Out,Luxo
2,0.0,1,1,BB,1,D,15,2016,August,27,Online TA,0,0,0,171.47,1,Check-Out,Luxo
2,0.0,1,3,BB,0,A,232,2016,August,25,Online TA,0,0,0,121.5,3,Check-Out,Premium
2,0.0,1,2,BB,0,A,21,2016,August,29,Direct,0,0,0,153.0,3,Check-Out,Luxo
3,0.0,2,5,HB,0,A,95,2016,August,22,Online TA,0,0,0,203.8,0,Check-Out,Luxo
2,0.0,2,5,BB,0,E,220,2016,August,22,Online TA,0,0,0,119.29,1,Check-Out,Premium
2,0.0,1,3,BB,0,A,44,2016,August,25,Online TA,0,0,0,196.5,1,Check-Out,Luxo
2,0.0,1,1,BB,0,A,1,2016,August,27,Online TA,0,0,0,122.89,0,Check-Out,Premium
3,0.0,2,5,Undefined,0,A,186,2016,August,22,Offline TA/TO,0,0,0,201.43,0,Check-Out,Luxo
2,0.0,2,5,HB,0,D,32,2016,August,22,Offline TA/TO,0,0,0,154.0,0,Check-Out,Luxo
2,0.0,1,2,BB,0,D,18,2016,August,26,Online TA,0,0,0,201.0,1,Check-Out,Luxo
2,0.0,1,1,BB,0,D,22,2016,August,27,Online TA,0,0,0,216.0,1,Check-Out,Luxo
2,2.0,2,5,BB,1,C,136,2016,August,22,Direct,0,0,0,211.16,0,Check-Out,Luxo
2,0.0,1,2,BB,1,D,11,2016,August,26,Online TA,0,0,0,219.67,2,Check-Out,Luxo
2,0.0,1,2,BB,0,D,11,2016,August,26,Online TA,0,0,0,207.67,2,Check-Out,Luxo
2,0.0,1,0,BB,1,A,0,2016,August,29,Direct,1,0,0,171.0,0,Check-Out,Luxo
2,1.0,2,5,BB,0,D,31,2016,August,23,Online TA,0,0,0,179.59,1,Check-Out,Luxo
2,0.0,2,3,BB,0,D,22,2016,August,25,Offline TA/TO,0,0,0,125.0,0,Check-Out,Premium
2,0.0,2,2,HB,0,D,8,2016,August,26,Online TA,0,0,0,141.91,1,Check-Out,Luxo
2,1.0,2,5,BB,0,A,179,2016,August,23,Online TA,0,0,0,177.5,1,Check-Out,Luxo
3,0.0,2,2,BB,0,A,104,2016,August,26,Online TA,0,0,0,175.23,1,Check-Out,Luxo
2,0.0,2,0,BB,1,A,226,2016,August,28,Direct,0,0,0,114.0,1,Check-Out,Premium
2,0.0,2,3,BB,0,E,272,2016,August,25,Offline TA/TO,0,0,0,129.6,0,Check-Out,Premium
2,0.0,2,3,BB,0,E,272,2016,August,25,Offline TA/TO,0,0,0,129.6,0,Check-Out,Premium
2,0.0,2,3,BB,0,E,272,2016,August,25,Offline TA/TO,0,0,0,131.6,0,Check-Out,Premium
2,0.0,2,1,BB,1,E,50,2016,August,27,Direct,0,0,0,209.1,0,Check-Out,Luxo
2,0.0,2,1,BB,0,A,116,2016,August,27,Online TA,0,0,0,171.0,2,Check-Out,Luxo
3,0.0,1,0,BB,0,A,0,2016,August,29,Direct,0,0,0,190.0,1,Check-Out,Luxo
3,0.0,2,1,BB,0,F,41,2016,August,27,Online TA,0,0,0,193.12,1,Check-Out,Luxo
2,0.0,2,2,BB,0,A,2,2016,August,26,Online TA,0,0,0,193.5,3,Check-Out,Luxo
2,1.0,2,2,BB,0,A,2,2016,August,26,Online TA,0,0,0,199.0,3,Check-Out,Luxo
2,0.0,1,0,BB,0,A,0,2016,August,29,Online TA,0,0,0,118.08,0,Check-Out,Premium
2,0.0,2,2,BB,0,E,205,2016,August,26,Offline TA/TO,0,0,0,113.05,0,Check-Out,Premium
2,0.0,2,5,BB,0,D,69,2016,August,24,Online TA,0,0,0,195.43,2,Check-Out,Luxo
2,0.0,2,5,BB,0,D,3,2016,August,24,Online TA,0,0,0,198.86,5,Check-Out,Luxo
2,1.0,2,5,BB,0,A,91,2016,August,24,Offline TA/TO,0,0,0,168.46,0,Check-Out,Luxo
2,0.0,2,5,BB,0,D,36,2016,August,24,Offline TA/TO,0,0,0,123.0,0,Check-Out,Premium
2,0.0,2,3,BB,0,E,98,2016,August,26,Online TA,0,0,0,199.6,1,Check-Out,Luxo
1,0.0,2,2,BB,0,A,166,2016,August,27,Offline TA/TO,0,0,0,100.8,0,Check-Out,Premium
2,0.0,2,2,BB,0,A,166,2016,August,27,Offline TA/TO,0,0,0,100.8,0,Check-Out,Premium
2,0.0,2,2,BB,0,E,38,2016,August,27,Online TA,0,0,0,168.63,1,Check-Out,Luxo
1,0.0,0,1,BB,0,A,63,2016,August,30,Offline TA/TO,0,0,0,112.0,0,Check-Out,Premium
2,0.0,0,1,BB,0,A,14,2016,August,30,Online TA,0,0,0,180.0,2,Check-Out,Luxo
2,0.0,0,1,BB,0,A,63,2016,August,30,Offline TA/TO,0,0,0,112.0,2,Check-Out,Premium
2,0.0,0,1,BB,0,A,63,2016,August,30,Offline TA/TO,0,0,0,112.0,2,Check-Out,Premium
2,0.0,0,1,BB,0,A,63,2016,August,30,Offline TA/TO,0,0,0,112.0,2,Check-Out,Premium
2,0.0,1,1,BB,1,A,7,2016,August,29,Direct,0,0,0,163.0,0,Check-Out,Luxo
2,1.0,2,3,HB,1,A,147,2016,August,26,Direct,0,0,0,174.5,0,Check-Out,Luxo
2,0.0,2,3,BB,0,A,207,2016,August,26,Direct,0,0,0,115.2,0,Check-Out,Premium
3,1.0,0,1,BB,1,H,2,2016,August,31,Direct,0,0,0,202.0,1,Check-Out,Luxo
2,0.0,2,5,HB,0,D,272,2016,August,24,Offline TA/TO,0,0,0,140.31,1,Check-Out,Luxo
1,0.0,2,5,HB,0,D,272,2016,August,24,Offline TA/TO,0,0,0,126.9,1,Check-Out,Premium
2,0.0,2,1,HB,1,A,17,2016,August,28,Direct,0,0,0,222.0,1,Check-Out,Luxo
2,0.0,2,1,BB,0,D,32,2016,August,28,Online TA,0,0,0,216.0,2,Check-Out,Luxo
2,0.0,1,1,BB,0,D,31,2016,August,29,Direct,0,0,0,186.6,1,Check-Out,Luxo
2,0.0,1,1,BB,1,A,5,2016,August,29,Online TA,0,0,0,139.2,1,Check-Out,Luxo
2,0.0,2,3,BB,0,A,2,2016,August,26,Direct,0,0,0,167.0,0,Check-Out,Luxo
2,0.0,0,1,BB,0,E,0,2016,August,30,Direct,0,0,0,181.0,0,Check-Out,Luxo
2,0.0,2,2,BB,0,D,43,2016,August,27,Online TA,0,0,0,205.5,2,Check-Out,Luxo
2,0.0,2,5,HB,0,D,216,2016,August,25,Offline TA/TO,0,0,0,92.1,0,Check-Out,Padrão
2,0.0,2,5,BB,0,A,189,2016,August,25,Offline TA/TO,0,0,0,79.8,0,Check-Out,Padrão
2,0.0,2,4,BB,0,A,205,2016,August,26,Offline TA/TO,0,0,0,59.8,1,Check-Out,Econômica
2,0.0,2,5,BB,0,A,189,2016,August,25,Offline TA/TO,0,0,0,57.8,0,Check-Out,Econômica
2,0.0,2,2,BB,0,A,5,2016,August,28,Direct,0,0,0,161.0,0,Check-Out,Luxo
2,1.0,2,2,BB,0,D,109,2016,August,28,Online TA,0,0,0,193.16,1,Check-Out,Luxo
2,0.0,2,2,BB,1,D,43,2016,August,28,Online TA,0,0,0,216.0,1,Check-Out,Luxo
2,0.0,0,1,BB,0,E,0,2016,August,31,Direct,0,0,0,139.0,1,Check-Out,Luxo
2,0.0,0,1,BB,1,A,101,2016,August,31,Online TA,0,0,0,171.0,1,Check-Out,Luxo
2,0.0,1,2,HB,0,A,23,2016,August,29,Online TA,0,0,0,212.0,1,Check-Out,Luxo
2,0.0,2,4,BB,0,A,205,2016,August,26,Offline TA/TO,0,0,0,57.8,1,Check-Out,Econômica
2,0.0,0,2,BB,1,A,57,2016,August,30,Direct,0,0,0,102.0,1,Check-Out,Premium
2,0.0,2,2,BB,0,A,195,2016,August,28,Offline TA/TO,0,0,0,66.3,0,Check-Out,Econômica
2,0.0,2,2,HB,1,A,22,2016,August,28,Online TA,0,0,0,224.0,0,Check-Out,Luxo
2,0.0,0,1,BB,0,A,0,2016,August,31,Direct,0,0,0,139.0,0,Check-Out,Luxo
2,0.0,2,2,HB,0,A,16,2016,August,28,Online TA,0,0,0,169.6,0,Check-Out,Luxo
2,0.0,2,5,BB,0,D,24,2016,August,25,Offline TA/TO,0,0,0,82.0,0,Check-Out,Padrão
2,0.0,0,2,HB,0,D,39,2016,August,30,Direct,0,0,0,169.0,3,Check-Out,Luxo
2,0.0,0,1,BB,0,D,0,2016,August,31,Direct,0,0,0,124.0,0,Check-Out,Premium
2,0.0,2,5,BB,0,A,77,2016,August,26,Online TA,0,0,0,176.43,2,Check-Out,Luxo
2,0.0,2,5,BB,0,A,11,2016,August,26,Online TA,0,0,0,147.94,0,Check-Out,Luxo
2,0.0,2,4,BB,0,A,1,2016,August,27,Online TA,0,0,0,169.0,1,Check-Out,Luxo
2,0.0,2,5,Undefined,0,A,214,2016,August,26,Offline TA/TO,0,0,0,137.43,0,Check-Out,Luxo
2,0.0,2,5,BB,0,D,22,2016,August,26,Offline TA/TO,0,0,0,82.0,0,Check-Out,Padrão
2,0.0,2,5,BB,0,A,221,2016,August,26,Offline TA/TO,0,0,0,87.43,0,Check-Out,Padrão
2,0.0,2,5,HB,0,A,12,2016,August,26,Online TA,0,0,0,173.94,0,Check-Out,Luxo
2,0.0,1,3,BB,0,A,89,2016,August,29,Online TA,0,0,0,183.5,1,Check-Out,Luxo
2,0.0,2,5,HB,1,D,214,2016,August,26,Online TA,0,0,0,182.0,2,Check-Out,Luxo
2,0.0,2,5,BB,0,A,70,2016,August,26,Online TA,0,0,0,170.43,2,Check-Out,Luxo
2,0.0,0,2,BB,0,A,0,2016,August,31,Direct,0,0,0,144.0,0,Check-Out,Luxo
2,0.0,0,2,BB,0,A,0,2016,August,31,Direct,0,0,0,136.0,0,Check-Out,Luxo
2,0.0,2,4,HB,0,A,52,2016,August,27,Online TA,0,0,0,212.67,1,Check-Out,Luxo
2,0.0,2,3,BB,1,A,4,2016,August,28,Direct,0,0,0,161.0,0,Check-Out,Luxo
2,0.0,2,3,BB,0,A,4,2016,August,28,Direct,0,0,0,149.0,0,Check-Out,Luxo
2,0.0,2,3,HB,0,A,6,2016,August,28,Offline TA/TO,0,0,0,163.0,0,Check-Out,Luxo
2,0.0,2,3,HB,1,A,6,2016,August,28,Offline TA/TO,0,0,0,175.0,1,Check-Out,Luxo
1,0.0,0,2,HB,0,E,11,2016,August,31,Complementary,0,0,0,2.0,0,Check-Out,Econômica
2,0.0,1,3,BB,0,A,141,2016,August,29,Online TA,0,0,0,128.9,0,Check-Out,Premium
2,0.0,2,5,BB,0,D,23,2016,August,26,Online TA,0,0,0,185.6,1,Check-Out,Luxo
2,0.0,0,1,BB,0,C,0,2016,September,2,Direct,1,0,0,177.0,1,Check-Out,Luxo
2,0.0,0,3,BB,0,F,95,2016,August,30,Direct,0,0,0,195.67,0,Check-Out,Luxo
2,0.0,1,3,BB,1,A,219,2016,August,29,Offline TA/TO,0,0,0,93.0,0,Check-Out,Padrão
2,0.0,1,3,BB,0,A,219,2016,August,29,Offline TA/TO,0,0,0,81.0,0,Check-Out,Padrão
2,0.0,1,3,BB,0,A,219,2016,August,29,Offline TA/TO,0,0,0,64.8,1,Check-Out,Econômica
2,0.0,1,3,HB,0,A,6,2016,August,29,Direct,0,0,0,164.1,0,Check-Out,Luxo
2,0.0,2,3,BB,0,A,20,2016,August,28,Online TA,0,0,0,175.8,1,Check-Out,Luxo
2,0.0,1,3,HB,1,A,7,2016,August,29,Direct,0,0,0,176.1,1,Check-Out,Luxo
2,0.0,1,3,BB,0,A,0,2016,August,29,Direct,0,0,0,170.25,0,Check-Out,Luxo
2,0.0,1,3,BB,1,A,209,2016,August,29,Offline TA/TO,0,0,0,93.0,0,Check-Out,Padrão
2,0.0,2,4,HB,1,C,18,2016,August,27,Online TA,0,0,0,212.53,0,Check-Out,Luxo
2,0.0,1,3,HB,0,A,69,2016,August,29,Online TA,0,0,0,200.0,1,Check-Out,Luxo
2,1.0,2,3,HB,1,C,10,2016,August,28,Direct,0,0,0,213.0,0,Check-Out,Luxo
2,0.0,0,3,BB,0,F,101,2016,August,30,Direct,0,0,0,197.67,0,Check-Out,Luxo
2,0.0,2,5,BB,1,G,226,2016,August,27,Online TA,0,0,0,213.43,0,Check-Out,Luxo
2,0.0,2,5,BB,0,D,159,2016,August,27,Offline TA/TO,0,0,0,77.6,2,Check-Out,Padrão
2,0.0,2,5,BB,0,E,157,2016,August,27,Offline TA/TO,0,0,0,89.91,1,Check-Out,Padrão
2,0.0,2,5,HB,0,D,212,2016,August,27,Offline TA/TO,0,0,0,94.0,0,Check-Out,Padrão
2,0.0,2,5,BB,0,E,185,2016,August,27,Offline TA/TO,0,0,0,90.2,2,Check-Out,Padrão
2,0.0,2,5,BB,0,E,185,2016,August,27,Offline TA/TO,0,0,0,88.2,2,Check-Out,Padrão
2,0.0,2,4,BB,1,D,50,2016,August,28,Online TA,0,0,0,216.0,1,Check-Out,Luxo
2,0.0,2,5,BB,1,A,61,2016,August,27,Online TA,0,0,0,186.71,2,Check-Out,Luxo
2,0.0,2,5,HB,0,C,33,2016,August,27,Online TA,0,0,0,218.0,0,Check-Out,Luxo
2,0.0,0,4,BB,0,A,99,2016,August,30,Online TA,0,0,0,162.5,2,Check-Out,Luxo
2,0.0,0,4,BB,0,A,99,2016,August,30,Online TA,0,0,0,151.0,2,Check-Out,Luxo
2,0.0,2,4,BB,0,C,33,2016,August,28,Direct,0,0,0,220.33,0,Check-Out,Luxo
2,0.0,2,4,HB,0,D,107,2016,August,28,Online TA,0,0,0,202.67,1,Check-Out,Luxo
2,0.0,2,4,HB,1,D,107,2016,August,28,Online TA,0,0,0,214.67,2,Check-Out,Luxo
2,0.0,2,5,BB,0,F,106,2016,August,27,Direct,0,0,0,177.17,0,Check-Out,Luxo
2,1.0,2,4,BB,0,E,133,2016,August,28,Online TA,0,0,0,143.48,1,Check-Out,Luxo
3,0.0,0,4,HB,0,A,39,2016,August,30,Direct,0,0,0,161.0,2,Check-Out,Luxo
2,0.0,0,4,HB,1,E,39,2016,August,30,Direct,0,0,0,181.0,3,Check-Out,Luxo
2,0.0,2,5,HB,0,A,155,2016,August,27,Online TA,0,0,0,149.94,0,Check-Out,Luxo
2,0.0,0,4,HB,0,D,103,2016,August,30,Online TA,0,0,0,198.5,3,Check-Out,Luxo
2,0.0,0,2,BB,0,A,8,2016,September,1,Direct,0,0,0,161.0,0,Check-Out,Luxo
2,2.0,0,4,BB,0,H,5,2016,August,30,Direct,0,0,0,224.0,0,Check-Out,Luxo
2,0.0,2,5,BB,0,D,161,2016,August,27,Offline TA/TO,0,0,0,95.66,0,Check-Out,Padrão
